% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.473	1	1	48	4	1	0	85	0
0.474	1	1	48	5	1	0	85	0
0.475	1	1	48	6	1	0	85	0
0.476	1	1	48	7	1	0	85	0
0.477	1	1	48	8	1	0	85	0
0.478	1	1	48	9	1	0	85	0
0.479	1	1	48	10	1	0	85	0
0.48	1	1	49	1	1	0	85	0
0.481	1	1	49	2	1	0	85	0
0.482	1	1	49	3	1	0	85	0
0.483	1	1	49	4	1	0	85	0
0.484	1	1	49	5	1	0	85	0
0.485	1	1	49	6	1	0	85	0
0.486	1	1	49	7	1	0	85	0
0.487	1	1	49	8	1	0	85	0
0.488	1	1	49	9	1	0	85	0
0.489	1	1	49	10	1	0	85	0
0.49	1	1	50	1	1	0	85	0
0.491	1	1	50	2	1	0	85	0
0.492	1	1	50	3	1	0	85	0
0.493	1	1	50	4	1	0	85	0
0.494	1	1	50	5	1	0	85	0
0.495	1	1	50	6	1	0	85	0
0.496	1	1	50	7	1	0	85	0
0.497	1	1	50	8	1	0	85	0
0.498	1	1	50	9	1	0	85	0
0.499	1	1	50	10	1	0	85	0
0.5	1	1	51	1	1	0	85	0
0.501	1	1	51	2	1	0	85	0
0.502	1	1	51	3	1	0	85	0
0.503	1	1	51	4	1	0	85	0
0.504	1	1	51	5	1	0	85	0
0.505	1	1	51	6	1	0	85	0
0.506	1	1	51	7	1	0	85	0
0.507	1	1	51	8	1	0	85	0
0.508	1	1	51	9	1	0	85	0
0.509	1	1	51	10	1	0	85	0
0.51	1	1	52	1	1	0	85	0
0.511	1	1	52	2	1	0	85	0
0.512	1	1	52	3	1	0	85	0
0.513	1	1	52	4	1	0	85	0
0.514	1	1	52	5	1	0	85	0
0.515	1	1	52	6	1	0	85	0
0.516	1	1	52	7	1	0	85	0
0.517	1	1	52	8	1	0	85	0
0.518	1	1	52	9	1	0	85	0
0.519	1	1	52	10	1	0	85	0
0.52	1	1	53	1	1	0	85	0
0.521	1	1	53	2	1	0	85	0
0.522	1	1	53	3	1	0	85	0
0.523	1	1	53	4	1	0	85	0
0.524	1	1	53	5	1	0	85	0
0.525	1	1	53	6	1	0	85	0
0.526	1	1	53	7	1	0	85	0
0.527	1	1	53	8	1	0	85	0
0.528	1	1	53	9	1	0	85	0
0.529	1	1	53	10	1	0	85	0
0.53	1	1	54	1	1	0	85	0
0.531	1	1	54	2	1	0	85	0
0.532	1	1	54	3	1	0	85	0
0.533	1	1	54	4	1	0	85	0
0.534	1	1	54	5	1	0	85	0
0.535	1	1	54	6	1	0	85	0
0.536	1	1	54	7	1	0	85	0
0.537	1	1	54	8	1	0	85	0
0.538	1	1	54	9	1	0	85	0
0.539	1	1	54	10	1	0	85	0
0.54	1	1	55	1	1	0	85	0
0.541	1	1	55	2	1	0	85	0
0.542	1	1	55	3	1	0	85	0
0.543	1	1	55	4	1	0	85	0
0.544	1	1	55	5	1	0	85	0
0.545	1	1	55	6	1	0	85	0
0.546	1	1	55	7	1	0	85	0
0.547	1	1	55	8	1	0	85	0
0.548	1	1	55	9	1	0	85	0
0.549	1	1	55	10	1	0	85	0
0.55	1	1	56	1	1	0	85	0
0.551	1	1	56	2	1	0	85	0
0.552	1	1	56	3	1	0	85	0
0.553	1	1	56	4	1	0	85	0
0.554	1	1	56	5	1	0	85	0
0.555	1	1	56	6	1	0	85	0
0.556	1	1	56	7	1	0	85	0
0.557	1	1	56	8	1	0	85	0
0.558	1	1	56	9	1	0	85	0
0.559	1	1	56	10	1	0	85	0
0.56	1	1	57	1	1	0	85	0
0.561	1	1	57	2	1	0	85	0
0.562	1	1	57	3	1	0	85	0
0.563	1	1	57	4	1	0	85	0
0.564	1	1	57	5	1	0	85	0
0.565	1	1	57	6	1	0	85	0
0.566	1	1	57	7	1	0	85	0
0.567	1	1	57	8	1	0	85	0
0.568	1	1	57	9	1	0	85	0
0.569	1	1	57	10	1	0	85	0
0.57	1	1	58	1	1	0	85	0
0.571	1	1	58	2	1	0	85	0
0.572	1	1	58	3	1	0	85	0
0.573	1	1	58	4	1	0	85	0
0.574	1	1	58	5	1	0	85	0
0.575	1	1	58	6	1	0	85	0
0.576	1	1	58	7	1	0	85	0
0.577	1	1	58	8	1	0	85	0
0.578	1	1	58	9	1	0	85	0
0.579	1	1	58	10	1	0	85	0
0.58	1	1	59	1	1	0	85	0
0.581	1	1	59	2	1	0	85	0
0.582	1	1	59	3	1	0	85	0
0.583	1	1	59	4	1	0	85	0
0.584	1	1	59	5	1	0	85	0
0.585	1	1	59	6	1	0	85	0
0.586	1	1	59	7	1	0	85	0
0.587	1	1	59	8	1	0	85	0
0.588	1	1	59	9	1	0	85	0
0.589	1	1	59	10	1	0	85	0
0.59	1	1	60	1	1	0	85	0
0.591	1	1	60	2	1	0	85	0
0.592	1	1	60	3	1	0	85	0
0.593	1	1	60	4	1	0	85	0
0.594	1	1	60	5	1	0	85	0
0.595	1	1	60	6	1	0	85	0
0.596	1	1	60	7	1	0	85	0
0.597	1	1	60	8	1	0	85	0
0.598	1	1	60	9	1	0	85	0
0.599	1	1	60	10	1	0	85	0
0.6	1	1	61	1	1	0	85	0
0.601	1	1	61	2	1	0	85	0
0.602	1	1	61	3	1	0	85	0
0.603	1	1	61	4	1	0	85	0
0.604	1	1	61	5	1	0	85	0
0.605	1	1	61	6	1	0	85	0
0.606	1	1	61	7	1	0	85	0
0.607	1	1	61	8	1	0	85	0
0.608	1	1	61	9	1	0	85	0
0.609	1	1	61	10	1	0	85	0
0.61	1	1	62	1	1	0	85	0
0.611	1	1	62	2	1	0	85	0
0.612	1	1	62	3	1	0	85	0
0.613	1	1	62	4	1	0	85	0
0.614	1	1	62	5	1	0	85	0
0.615	1	1	62	6	1	0	85	0
0.616	1	1	62	7	1	0	85	0
0.617	1	1	62	8	1	0	85	0
0.618	1	1	62	9	1	0	85	0
0.619	1	1	62	10	1	0	85	0
0.62	1	1	63	1	1	0	85	0
0.621	1	1	63	2	1	0	85	0
0.622	1	1	63	3	1	0	85	0
0.623	1	1	63	4	1	0	85	0
0.624	1	1	63	5	1	0	85	0
0.625	1	1	63	6	1	0	85	0
0.626	1	1	63	7	1	0	85	0
0.627	1	1	63	8	1	0	85	0
0.628	1	1	63	9	1	0	85	0
0.629	1	1	63	10	1	0	85	0
0.63	1	1	64	1	1	0	85	0
0.631	1	1	64	2	1	0	85	0
0.632	1	1	64	3	1	0	85	0
0.633	1	1	64	4	1	0	85	0
0.634	1	1	64	5	1	0	85	0
0.635	1	1	64	6	1	0	85	0
0.636	1	1	64	7	1	0	85	0
0.637	1	1	64	8	1	0	85	0
0.638	1	1	64	9	1	0	85	0
0.639	1	1	64	10	1	0	85	0
0.64	1	1	65	1	1	0	85	0
0.641	1	1	65	2	1	0	85	0
0.642	1	1	65	3	1	0	85	0
0.643	1	1	65	4	1	0	85	0
0.644	1	1	65	5	1	0	85	0
0.645	1	1	65	6	1	0	85	0
0.646	1	1	65	7	1	0	85	0
0.647	1	1	65	8	1	0	85	0
0.648	1	1	65	9	1	0	85	0
0.649	1	1	65	10	1	0	85	0
0.65	1	1	66	1	1	0	85	0
0.651	1	1	66	2	1	0	85	0
0.652	1	1	66	3	1	0	85	0
0.653	1	1	66	4	1	0	85	0
0.654	1	1	66	5	1	0	85	0
0.655	1	1	66	6	1	0	85	0
0.656	1	1	66	7	1	0	85	0
0.657	1	1	66	8	1	0	85	0
0.658	1	1	66	9	1	0	85	0
0.659	1	1	66	10	1	0	85	0
0.66	1	1	67	1	1	0	85	0
0.661	1	1	67	2	1	0	85	0
0.662	1	1	67	3	1	0	85	0
0.663	1	1	67	4	1	0	85	0
0.664	1	1	67	5	1	0	85	0
0.665	1	1	67	6	1	0	85	0
0.666	1	1	67	7	1	0	85	0
0.667	1	1	67	8	1	0	85	0
0.668	1	1	67	9	1	0	85	0
0.669	1	1	67	10	1	0	85	0
0.67	1	1	68	1	1	0	85	0
0.671	1	1	68	2	1	0	85	0
0.672	1	1	68	3	1	0	85	0
0.673	1	1	68	4	1	0	85	0
0.674	1	1	68	5	1	0	85	0
0.675	1	1	68	6	1	0	85	0
0.676	1	1	68	7	1	0	85	0
0.677	1	1	68	8	1	0	85	0
0.678	1	1	68	9	1	0	85	0
0.679	1	1	68	10	1	0	85	0
0.68	1	1	69	1	1	0	85	0
0.681	1	1	69	2	1	0	85	0
0.682	1	1	69	3	1	0	85	0
0.683	1	1	69	4	1	0	85	0
0.684	1	1	69	5	1	0	85	0
0.685	1	1	69	6	1	0	85	0
0.686	1	1	69	7	1	0	85	0
0.687	1	1	69	8	1	0	85	0
0.688	1	1	69	9	1	0	85	0
0.689	1	1	69	10	1	0	85	0
0.69	1	1	70	1	1	0	85	0
0.691	1	1	70	2	1	0	85	0
0.692	1	1	70	3	1	0	85	0
0.693	1	1	70	4	1	0	85	0
0.694	1	1	70	5	1	0	85	0
0.695	1	1	70	6	1	0	85	0
0.696	1	1	70	7	1	0	85	0
0.697	1	1	70	8	1	0	85	0
0.698	1	1	70	9	1	0	85	0
0.699	1	1	70	10	1	0	85	0
0.7	1	1	71	1	1	0	85	0
0.701	1	1	71	2	1	0	85	0
0.702	1	1	71	3	1	0	85	0
0.703	1	1	71	4	1	0	85	0
0.704	1	1	71	5	1	0	85	0
0.705	1	1	71	6	1	0	85	0
0.706	1	1	71	7	1	0	85	0
0.707	1	1	71	8	1	0	85	0
0.708	1	1	71	9	1	0	85	0
0.709	1	1	71	10	1	0	85	0
0.71	1	1	72	1	1	0	85	0
0.711	1	1	72	2	1	0	85	0
0.712	1	1	72	3	1	0	85	0
0.713	1	1	72	4	1	0	85	0
0.714	1	1	72	5	1	0	85	0
0.715	1	1	72	6	1	0	85	0
0.716	1	1	72	7	1	0	85	0
0.717	1	1	72	8	1	0	85	0
0.718	1	1	72	9	1	0	85	0
0.719	1	1	72	10	1	0	85	0
0.72	1	1	73	1	1	0	85	0
0.721	1	1	73	2	1	0	85	0
0.722	1	1	73	3	1	0	85	0
0.723	1	1	73	4	1	0	85	0
0.724	1	1	73	5	1	0	85	0
0.725	1	1	73	6	1	0	85	0
0.726	1	1	73	7	1	0	85	0
0.727	1	1	73	8	1	0	85	0
0.728	1	1	73	9	1	0	85	0
0.729	1	1	73	10	1	0	85	0
0.73	1	1	74	1	1	0	85	0
0.731	1	1	74	2	1	0	85	0
0.732	1	1	74	3	1	0	85	0
0.733	1	1	74	4	1	0	85	0
0.734	1	1	74	5	1	0	85	0
0.735	1	1	74	6	1	0	85	0
0.736	1	1	74	7	1	0	85	0
0.737	1	1	74	8	1	0	85	0
0.738	1	1	74	9	1	0	85	0
0.739	1	1	74	10	1	0	85	0
0.74	1	1	75	1	1	0	85	0
0.741	1	1	75	2	1	0	85	0
0.742	1	1	75	3	1	0	85	0
0.743	1	1	75	4	1	0	85	0
0.744	1	1	75	5	1	0	85	0
0.745	1	1	75	6	1	0	85	0
0.746	1	1	75	7	1	0	85	0
0.747	1	1	75	8	1	0	85	0
0.748	1	1	75	9	1	0	85	0
0.749	1	1	75	10	1	0	85	0
0.75	1	1	76	1	1	0	85	0
0.751	1	1	76	2	1	0	85	0
0.752	1	1	76	3	1	0	85	0
0.753	1	1	76	4	1	0	85	0
0.754	1	1	76	5	1	0	85	0
0.755	1	1	76	6	1	0	85	0
0.756	1	1	76	7	1	0	85	0
0.757	1	1	76	8	1	0	85	0
0.758	1	1	76	9	1	0	85	0
0.759	1	1	76	10	1	0	85	0
0.76	1	1	77	1	1	0	85	0
0.761	1	1	77	2	1	0	85	0
0.762	1	1	77	3	1	0	85	0
0.763	1	1	77	4	1	0	85	0
0.764	1	1	77	5	1	0	85	0
0.765	1	1	77	6	1	0	85	0
0.766	1	1	77	7	1	0	85	0
0.767	1	1	77	8	1	0	85	0
0.768	1	1	77	9	1	0	85	0
0.769	1	1	77	10	1	0	85	0
0.77	1	1	78	1	1	0	85	0
0.771	1	1	78	2	1	0	85	0
0.772	1	1	78	3	1	0	85	0
0.773	1	1	78	4	1	0	85	0
0.774	1	1	78	5	1	0	85	0
0.775	1	1	78	6	1	0	85	0
0.776	1	1	78	7	1	0	85	0
0.777	1	1	78	8	1	0	85	0
0.778	1	1	78	9	1	0	85	0
0.779	1	1	78	10	1	0	85	0
0.78	1	1	79	1	1	0	85	0
0.781	1	1	79	2	1	0	85	0
0.782	1	1	79	3	1	0	85	0
0.783	1	1	79	4	1	0	85	0
0.784	1	1	79	5	1	0	85	0
0.785	1	1	79	6	1	0	85	0
0.786	1	1	79	7	1	0	85	0
0.787	1	1	79	8	1	0	85	0
0.788	1	1	79	9	1	0	85	0
0.789	1	1	79	10	1	0	85	0
0.79	1	1	80	1	1	0	85	0
0.791	1	1	80	2	1	0	85	0
0.792	1	1	80	3	1	0	85	0
0.793	1	1	80	4	1	0	85	0
0.794	1	1	80	5	1	0	85	0
0.795	1	1	80	6	1	0	85	0
0.796	1	1	80	7	1	0	85	0
0.797	1	1	80	8	1	0	85	0
0.798	1	1	80	9	1	0	85	0
0.799	1	1	80	10	1	0	85	0
0.8	1	1	81	1	1	0	85	0
0.801	1	1	81	2	1	0	85	0
0.802	1	1	81	3	1	0	85	0
0.803	1	1	81	4	1	0	85	0
0.804	1	1	81	5	1	0	85	0
0.805	1	1	81	6	1	0	85	0
0.806	1	1	81	7	1	0	85	0
0.807	1	1	81	8	1	0	85	0
0.808	1	1	81	9	1	0	85	0
0.809	1	1	81	10	1	0	85	0
0.81	1	1	82	1	1	0	85	0
0.811	1	1	82	2	1	0	85	0
0.812	1	1	82	3	1	0	85	0
0.813	1	1	82	4	1	0	85	0
0.814	1	1	82	5	1	0	85	0
0.815	1	1	82	6	1	0	85	0
0.816	1	1	82	7	1	0	85	0
0.817	1	1	82	8	1	0	85	0
0.818	1	1	82	9	1	0	85	0
0.819	1	1	82	10	1	0	85	0
0.82	1	1	83	1	1	0	85	0
0.821	1	1	83	2	1	0	85	0
0.822	1	1	83	3	1	0	85	0
0.823	1	1	83	4	1	0	85	0
0.824	1	1	83	5	1	0	85	0
0.825	1	1	83	6	1	0	85	0
0.826	1	1	83	7	1	0	85	0
0.827	1	1	83	8	1	0	85	0
0.828	1	1	83	9	1	0	85	0
0.829	1	1	83	10	1	0	85	0
0.83	1	1	84	1	1	0	85	0
0.831	1	1	84	2	1	0	85	0
0.832	1	1	84	3	1	0	85	0
0.833	1	1	84	4	1	0	85	0
0.834	1	1	84	5	1	0	85	0
0.835	1	1	84	6	1	0	85	0
0.836	1	1	84	7	1	0	85	0
0.837	1	1	84	8	1	0	85	0
0.838	1	1	84	9	1	0	85	0
0.839	1	1	84	10	1	0	85	0
0.84	1	1	85	1	1	0	85	0
0.841	1	1	85	2	1	0	85	0
0.842	1	1	85	3	1	0	85	0
0.843	1	1	85	4	1	0	85	0
0.844	1	1	85	5	1	0	85	0
0.845	1	1	85	6	1	0	85	0
0.846	1	1	85	7	1	0	85	0
0.847	1	1	85	8	1	0	85	0
0.848	1	1	85	9	1	0	85	0
0.849	1	1	85	10	1	0	85	0
0.85	1	1	86	1	1	0	85	0
0.851	1	1	86	2	1	0	85	0
0.852	1	1	86	3	1	0	85	0
0.853	1	1	86	4	1	0	85	0
0.854	1	1	86	5	1	0	85	0
0.855	1	1	86	6	1	0	85	0
0.856	1	1	86	7	1	0	85	0
0.857	1	1	86	8	1	0	85	0
0.858	1	1	86	9	1	0	85	0
0.859	1	1	86	10	1	0	85	0
0.86	1	1	87	1	1	0	85	0
0.861	1	1	87	2	1	0	85	0
0.862	1	1	87	3	1	0	85	0
0.863	1	1	87	4	1	0	85	0
0.864	1	1	87	5	1	0	85	0
0.865	1	1	87	6	1	0	85	0
0.866	1	1	87	7	1	0	85	0
0.867	1	1	87	8	1	0	85	0
0.868	1	1	87	9	1	0	85	0
0.869	1	1	87	10	1	0	85	0
0.87	1	1	88	1	1	0	85	0
0.871	1	1	88	2	1	0	85	0
0.872	1	1	88	3	1	0	85	0
0.873	1	1	88	4	1	0	85	0
0.874	1	1	88	5	1	0	85	0
0.875	1	1	88	6	1	0	85	0
0.876	1	1	88	7	1	0	85	0
0.877	1	1	88	8	1	0	85	0
0.878	1	1	88	9	1	0	85	0
0.879	1	1	88	10	1	0	85	0
0.88	1	1	89	1	1	0	85	0
0.881	1	1	89	2	1	0	85	0
0.882	1	1	89	3	1	0	85	0
0.883	1	1	89	4	1	0	85	0
0.884	1	1	89	5	1	0	85	0
0.885	1	1	89	6	1	0	85	0
0.886	1	1	89	7	1	0	85	0
0.887	1	1	89	8	1	0	85	0
0.888	1	1	89	9	1	0	85	0
0.889	1	1	89	10	1	0	85	0
0.89	1	1	90	1	1	0	85	0
0.891	1	1	90	2	1	0	85	0
0.892	1	1	90	3	1	0	85	0
0.893	1	1	90	4	1	0	85	0
0.894	1	1	90	5	1	0	85	0
0.895	1	1	90	6	1	0	85	0
0.896	1	1	90	7	1	0	85	0
0.897	1	1	90	8	1	0	85	0
0.898	1	1	90	9	1	0	85	0
0.899	1	1	90	10	1	0	85	0
0.9	1	1	91	1	1	0	85	0
0.901	1	1	91	2	1	0	85	0
0.902	1	1	91	3	1	0	85	0
0.903	1	1	91	4	1	0	85	0
0.904	1	1	91	5	1	0	85	0
0.905	1	1	91	6	1	0	85	0
0.906	1	1	91	7	1	0	85	0
0.907	1	1	91	8	1	0	85	0
0.908	1	1	91	9	1	0	85	0
0.909	1	1	91	10	1	0	85	0
0.91	1	1	92	1	1	0	85	0
0.911	1	1	92	2	1	0	85	0
0.912	1	1	92	3	1	0	85	0
0.913	1	1	92	4	1	0	85	0
0.914	1	1	92	5	1	0	85	0
0.915	1	1	92	6	1	0	85	0
0.916	1	1	92	7	1	0	85	0
0.917	1	1	92	8	1	0	85	0
0.918	1	1	92	9	1	0	85	0
0.919	1	1	92	10	1	0	85	0
0.92	1	1	93	1	1	0	85	0
0.921	1	1	93	2	1	0	85	0
0.922	1	1	93	3	1	0	85	0
0.923	1	1	93	4	1	0	85	0
0.924	1	1	93	5	1	0	85	0
0.925	1	1	93	6	1	0	85	0
0.926	1	1	93	7	1	0	85	0
0.927	1	1	93	8	1	0	85	0
0.928	1	1	93	9	1	0	85	0
0.929	1	1	93	10	1	0	85	0
0.93	1	1	94	1	1	0	85	0
0.931	1	1	94	2	1	0	85	0
0.932	1	1	94	3	1	0	85	0
0.933	1	1	94	4	1	0	85	0
0.934	1	1	94	5	1	0	85	0
0.935	1	1	94	6	1	0	85	0
0.936	1	1	94	7	1	0	85	0
0.937	1	1	94	8	1	0	85	0
0.938	1	1	94	9	1	0	85	0
0.939	1	1	94	10	1	0	85	0
0.94	1	1	95	1	1	0	85	0
0.941	1	1	95	2	1	0	85	0
0.942	1	1	95	3	1	0	85	0
0.943	1	1	95	4	1	0	85	0
0.944	1	1	95	5	1	0	85	0
0.945	1	1	95	6	1	0	85	0
0.946	1	1	95	7	1	0	85	0
0.947	1	1	95	8	1	0	85	0
0.948	1	1	95	9	1	0	85	0
0.949	1	1	95	10	1	0	85	0
0.95	1	1	96	1	1	0	85	0
0.951	1	1	96	2	1	0	85	0
0.952	1	1	96	3	1	0	85	0
0.953	1	1	96	4	1	0	85	0
0.954	1	1	96	5	1	0	85	0
0.955	1	1	96	6	1	0	85	0
0.956	1	1	96	7	1	0	85	0
0.957	1	1	96	8	1	0	85	0
0.958	1	1	96	9	1	0	85	0
0.959	1	1	96	10	1	0	85	0
0.96	1	1	97	1	1	0	85	0
0.961	1	1	97	2	1	0	85	0
0.962	1	1	97	3	1	0	85	0
0.963	1	1	97	4	1	0	85	0
0.964	1	1	97	5	1	0	85	0
0.965	1	1	97	6	1	0	85	0
0.966	1	1	97	7	1	0	85	0
0.967	1	1	97	8	1	0	85	0
0.968	1	1	97	9	1	0	85	0
0.969	1	1	97	10	1	0	85	0
0.97	1	1	98	1	1	0	85	0
0.971	1	1	98	2	1	0	85	0
